gene_id,gene_name,WT_1,WT_2,WT_3,WT_4,KO_1,KO_2,KO_3,KO_4
ENSG00010001400,GENE1401,1584.36,1331.56,1123.80,1513.29,1393.81,2048.54,2096.85,1117.59
ENSG00010001401,GENE1402,5.04,6.14,3.16,5.45,5.81,5.23,5.20,4.26
ENSG00010001402,GENE1403,193.00,148.51,190.22,142.96,146.88,154.21,175.74,156.74
ENSG00010001403,GENE1404,59.88,68.57,62.96,141.03,92.13,93.85,130.09,86.49
ENSG00010001404,GENE1405,104.85,116.54,138.38,116.58,113.88,119.97,111.43,126.77
ENSG00010001405,GENE1406,24.69,31.89,17.60,20.61,2.27,1.41,2.29,3.12
ENSG00010001406,GENE1407,3396.05,4363.54,4725.47,4080.82,737.75,411.22,458.81,729.50
ENSG00010001407,GENE1408,54.49,45.03,55.57,59.88,72.84,90.34,94.64,66.49
ENSG00010001408,GENE1409,913.96,1159.45,848.59,2006.31,797.01,1094.43,1043.90,1162.02
ENSG00010001409,GENE1410,824.59,631.18,845.74,925.17,223.62,313.25,286.42,226.49
ENSG00010001410,GENE1411,1583.83,703.99,1105.57,927.23,754.60,1615.54,1168.75,1132.73
ENSG00010001411,GENE1412,44.70,64.75,39.63,39.60,104.24,113.18,85.45,84.74
ENSG00010001412,GENE1413,56.25,72.85,40.17,44.47,52.09,35.87,32.26,37.88
ENSG00010001413,GENE1414,2789.41,3068.11,3306.56,2582.16,2847.47,1675.00,4372.31,3259.77
ENSG00010001414,GENE1415,262.71,190.71,230.88,245.02,208.34,156.16,203.13,218.15
ENSG00010001415,GENE1416,1222.02,1211.79,1972.75,1567.82,8389.23,6788.45,10734.60,9486.42
ENSG00010001416,GENE1417,1715.82,1699.88,1815.62,1693.63,8494.22,10221.80,13848.05,10367.80
ENSG00010001417,GENE1418,6.72,7.86,5.24,4.07,7.14,4.82,3.75,4.68
ENSG00010001418,GENE1419,538.77,637.03,488.79,613.22,457.06,597.66,546.90,481.01
ENSG00010001419,GENE1420,233.12,170.91,154.35,142.28,1216.29,2026.80,780.14,1069.70
ENSG00010001420,GENE1421,121.16,95.94,87.62,105.84,116.98,143.38,127.50,125.23
ENSG00010001421,GENE1422,253.40,222.52,414.40,276.28,321.53,256.20,329.52,306.34
ENSG00010001422,GENE1423,25.94,23.72,27.87,37.65,16.06,23.07,22.14,20.35
ENSG00010001423,GENE1424,581.49,466.84,589.30,647.91,4022.54,4228.30,2867.03,2597.46
ENSG00010001424,GENE1425,485.90,523.06,560.19,520.79,560.39,444.18,587.54,615.69
ENSG00010001425,GENE1426,939.69,1296.53,940.08,911.10,684.05,1272.84,806.87,1149.34
ENSG00010001426,GENE1427,575.14,298.73,406.14,727.60,407.13,782.78,582.61,420.96
ENSG00010001427,GENE1428,104.74,104.64,78.40,74.65,117.81,113.96,76.63,116.52
ENSG00010001428,GENE1429,5401.19,4217.55,4107.70,7400.58,3510.41,2550.40,3063.65,5248.27
ENSG00010001429,GENE1430,1722.99,991.41,892.26,1105.82,1476.82,1589.32,1034.99,1116.50
ENSG00010001430,GENE1431,4.15,3.42,5.70,4.16,3.33,3.85,5.53,3.41
ENSG00010001431,GENE1432,48.53,46.20,47.75,47.84,52.32,55.56,59.20,59.02
ENSG00010001432,GENE1433,11.24,10.43,9.03,14.23,15.42,15.40,14.38,13.89
ENSG00010001433,GENE1434,304.27,239.20,256.65,201.09,241.63,186.40,184.08,344.02
ENSG00010001434,GENE1435,568.09,693.35,685.64,804.35,414.04,518.76,731.76,749.37
ENSG00010001435,GENE1436,2153.92,2422.91,2248.53,1617.25,8530.00,4504.07,5711.56,7241.27
ENSG00010001436,GENE1437,37.72,85.44,58.11,96.66,62.86,51.31,72.18,69.44
ENSG00010001437,GENE1438,1357.27,1582.02,1317.29,1572.26,1510.55,1177.99,1765.58,1660.62
ENSG00010001438,GENE1439,7.61,6.75,7.69,5.97,4.65,14.16,7.55,9.01
ENSG00010001439,GENE1440,2951.31,3984.60,2642.11,3716.98,2988.81,3364.75,3272.92,2402.65
ENSG00010001440,GENE1441,2159.44,2486.73,2581.95,2180.88,3695.84,2683.56,3954.97,3703.25
ENSG00010001441,GENE1442,603.57,506.64,597.30,457.75,549.14,590.28,383.92,396.49
ENSG00010001442,GENE1443,315.76,337.99,284.25,310.25,96.30,76.60,48.52,79.51
ENSG00010001443,GENE1444,2815.36,2594.63,4079.96,5103.67,4103.49,2785.91,2341.48,2108.85
ENSG00010001444,GENE1445,87.39,78.96,64.22,73.72,62.77,77.64,57.60,67.16
ENSG00010001445,GENE1446,287.95,340.17,342.07,413.05,457.15,464.70,490.09,246.12
ENSG00010001446,GENE1447,59.92,58.63,48.96,46.34,67.31,53.66,40.32,38.94
ENSG00010001447,GENE1448,3757.94,2806.87,3648.63,3235.21,3239.18,3269.19,4325.41,4533.25
ENSG00010001448,GENE1449,4.58,8.22,9.77,5.40,7.01,4.19,5.44,6.89
ENSG00010001449,GENE1450,78.06,135.19,188.72,116.76,115.39,108.37,194.18,153.16
ENSG00010001450,GENE1451,24.98,20.69,21.09,20.07,13.16,14.52,19.71,13.54
ENSG00010001451,GENE1452,4.95,6.08,3.26,3.35,5.40,4.87,3.35,3.19
ENSG00010001452,GENE1453,54.03,63.29,58.35,40.32,62.91,59.16,89.38,76.88
ENSG00010001453,GENE1454,3.91,4.37,4.66,5.16,5.72,2.30,6.25,8.30
ENSG00010001454,GENE1455,6.44,6.25,4.85,5.76,5.94,6.60,4.42,11.04
ENSG00010001455,GENE1456,80.75,85.15,105.99,96.58,69.79,65.58,81.18,61.86
ENSG00010001456,GENE1457,14.77,13.54,9.71,13.78,14.83,18.96,9.96,17.32
ENSG00010001457,GENE1458,103.92,265.99,196.47,175.32,200.75,188.85,134.26,344.20
ENSG00010001458,GENE1459,35.35,37.30,34.11,26.56,35.27,48.62,53.63,29.36
ENSG00010001459,GENE1460,12.07,8.79,13.19,13.22,18.24,18.95,12.75,18.36
ENSG00010001460,GENE1461,23.52,24.40,14.84,34.48,23.64,22.60,30.90,35.26
ENSG00010001461,GENE1462,148.96,156.63,199.94,154.77,209.65,176.29,138.72,164.26
ENSG00010001462,GENE1463,209.84,230.47,220.73,194.97,22.36,17.00,13.21,25.35
ENSG00010001463,GENE1464,1375.69,1485.78,1612.83,1937.23,515.93,562.05,552.83,403.40
ENSG00010001464,GENE1465,4.15,8.39,6.52,7.06,4.38,4.15,6.86,4.68
ENSG00010001465,GENE1466,76.83,80.17,114.03,76.29,47.11,79.71,64.37,95.25
ENSG00010001466,GENE1467,1624.40,1319.78,1550.97,1438.45,1250.30,2097.18,1018.66,1217.89
ENSG00010001467,GENE1468,106.52,82.70,132.84,71.59,129.01,175.18,90.09,117.94
ENSG00010001468,GENE1469,31.99,29.42,53.55,20.32,38.62,33.58,39.49,25.79
ENSG00010001469,GENE1470,398.00,163.91,201.23,188.86,271.19,143.60,249.37,171.14
ENSG00010001470,GENE1471,35.54,25.38,26.85,23.02,19.93,35.71,44.89,26.12
ENSG00010001471,GENE1472,4.57,7.08,5.96,5.84,4.18,8.86,6.26,4.47
ENSG00010001472,GENE1473,62.89,79.37,58.63,79.00,237.55,384.63,342.45,177.55
ENSG00010001473,GENE1474,273.90,225.02,347.80,267.59,245.66,376.79,532.84,285.11
ENSG00010001474,GENE1475,1547.83,2221.19,1071.09,1474.25,1973.25,1896.54,2581.02,1448.41
ENSG00010001475,GENE1476,1544.94,2078.72,2471.25,2701.07,1475.87,1485.06,2432.48,2343.10
ENSG00010001476,GENE1477,44.30,35.21,39.63,61.07,86.53,61.81,78.54,59.33
ENSG00010001477,GENE1478,5.17,4.88,3.60,5.35,4.31,3.70,4.41,3.28
ENSG00010001478,GENE1479,73.51,43.34,32.58,42.17,43.67,49.61,61.21,53.27
ENSG00010001479,GENE1480,352.95,202.58,192.03,162.27,31.29,25.49,25.04,23.65
ENSG00010001480,GENE1481,110.76,105.58,180.97,126.01,107.05,146.51,119.51,129.85
ENSG00010001481,GENE1482,6.82,7.29,7.73,6.40,4.21,7.83,4.20,5.36
ENSG00010001482,GENE1483,41.64,29.52,18.37,32.33,19.03,29.81,27.99,37.21
ENSG00010001483,GENE1484,192.63,176.00,204.65,137.34,182.25,113.74,158.08,168.08
ENSG00010001484,GENE1485,3.71,5.09,4.75,4.83,3.79,3.96,4.55,3.91
ENSG00010001485,GENE1486,328.32,585.82,455.35,338.97,527.02,267.15,414.60,481.84
ENSG00010001486,GENE1487,458.55,295.19,507.89,267.76,405.92,401.46,461.72,410.26
ENSG00010001487,GENE1488,571.86,691.34,610.79,540.04,382.22,302.76,299.42,453.17
ENSG00010001488,GENE1489,398.21,351.78,419.05,318.96,359.95,226.71,410.27,230.23
ENSG00010001489,GENE1490,11.89,10.89,7.89,9.99,13.93,10.09,12.76,11.42
ENSG00010001490,GENE1491,5.89,5.96,8.42,7.85,5.70,5.44,4.62,6.74
ENSG00010001491,GENE1492,65.84,76.75,86.84,72.78,80.28,89.97,95.82,67.00
ENSG00010001492,GENE1493,274.95,323.96,386.03,194.08,247.92,267.94,239.29,371.20
ENSG00010001493,GENE1494,1327.93,1805.85,1777.47,1400.74,551.09,315.96,466.73,446.76
ENSG00010001494,GENE1495,441.75,620.13,419.15,512.92,1014.57,613.78,556.42,513.37
ENSG00010001495,GENE1496,21.17,20.20,11.29,28.60,23.25,21.62,15.58,24.79
ENSG00010001496,GENE1497,3124.42,2495.46,3007.67,2887.74,3295.27,2839.56,3452.21,3314.67
ENSG00010001497,GENE1498,372.88,436.40,442.64,333.27,415.16,425.46,357.89,273.75
ENSG00010001498,GENE1499,29.42,22.25,45.42,23.13,34.32,18.67,22.56,43.69
ENSG00010001499,GENE1500,55.28,60.21,85.26,93.02,109.68,92.17,53.48,57.32
ENSG00010001500,GENE1501,1006.30,1058.98,1174.26,1145.32,1564.65,1169.24,978.52,1471.66
ENSG00010001501,GENE1502,9.71,14.01,5.52,9.36,21.41,16.14,17.51,19.34
ENSG00010001502,GENE1503,7.13,4.89,3.79,5.35,3.94,4.38,5.39,3.16
ENSG00010001503,GENE1504,23.67,20.54,18.89,10.17,12.41,17.52,21.69,24.00
ENSG00010001504,GENE1505,100.50,150.85,118.67,92.56,216.23,150.93,173.56,169.38
ENSG00010001505,GENE1506,26.21,32.61,24.89,25.01,25.92,33.80,30.91,23.77
ENSG00010001506,GENE1507,3367.40,3494.62,3642.59,4550.02,3694.24,3805.89,3203.90,3084.34
ENSG00010001507,GENE1508,278.33,166.13,268.64,254.69,147.75,220.83,264.58,241.87
ENSG00010001508,GENE1509,45.31,19.82,18.67,19.16,22.09,20.17,27.82,16.70
ENSG00010001509,GENE1510,3942.12,4899.57,3494.80,2976.98,22168.72,24857.67,36415.24,28493.87
ENSG00010001510,GENE1511,2036.51,916.69,1588.69,1873.26,1129.69,1570.08,1097.85,1466.52
ENSG00010001511,GENE1512,224.22,147.42,253.68,411.36,322.93,199.36,349.23,218.21
ENSG00010001512,GENE1513,30.32,27.72,25.65,42.45,32.61,37.31,18.79,32.73
ENSG00010001513,GENE1514,474.11,631.61,657.84,778.13,762.77,571.51,1235.36,887.77
ENSG00010001514,GENE1515,1295.44,778.32,488.27,741.54,890.53,764.76,823.34,585.85
ENSG00010001515,GENE1516,15.48,10.69,20.88,14.56,16.23,10.27,20.23,19.11
ENSG00010001516,GENE1517,22.68,30.47,29.35,23.02,30.68,16.58,26.64,28.04
ENSG00010001517,GENE1518,1211.35,633.38,805.54,471.72,3355.62,3244.05,2958.23,2911.52
ENSG00010001518,GENE1519,296.32,154.84,143.85,153.93,227.83,154.92,142.34,165.77
ENSG00010001519,GENE1520,1816.90,1313.51,1713.50,1864.62,1504.07,1077.56,1300.00,1531.73
ENSG00010001520,GENE1521,4966.28,1707.13,2696.53,3282.41,1801.65,2625.56,3365.97,2412.84
ENSG00010001521,GENE1522,5.70,9.22,7.18,3.86,6.05,7.42,8.55,8.87
ENSG00010001522,GENE1523,10.44,11.01,8.87,9.32,10.89,7.36,12.49,15.18
ENSG00010001523,GENE1524,7.42,6.77,9.78,7.82,6.45,5.85,7.58,7.29
ENSG00010001524,GENE1525,22.04,21.36,17.10,24.15,13.58,36.40,41.16,30.01
ENSG00010001525,GENE1526,4.57,4.17,4.13,4.60,2.83,4.73,5.51,4.08
ENSG00010001526,GENE1527,463.28,411.22,729.80,432.84,341.52,540.53,567.37,476.50
ENSG00010001527,GENE1528,1117.79,1322.04,1736.69,1822.90,1571.00,1055.13,1626.60,1352.81
ENSG00010001528,GENE1529,122.23,170.22,208.14,160.55,159.98,101.85,247.40,150.03
ENSG00010001529,GENE1530,47.70,40.54,38.77,29.21,175.62,123.51,263.46,121.74
ENSG00010001530,GENE1531,5.99,5.76,4.35,7.73,1.26,1.27,1.28,1.10
ENSG00010001531,GENE1532,8.65,7.31,5.60,7.39,8.09,6.72,7.71,7.47
ENSG00010001532,GENE1533,3705.82,3509.14,3988.21,4005.94,2203.41,2318.78,3156.68,2551.64
ENSG00010001533,GENE1534,120.62,92.26,79.85,85.68,119.47,100.31,129.11,107.95
ENSG00010001534,GENE1535,57.37,33.99,46.84,55.42,62.97,39.12,37.09,34.83
ENSG00010001535,GENE1536,27.80,13.44,11.21,15.14,11.29,13.43,13.71,12.36
ENSG00010001536,GENE1537,514.22,414.44,703.10,512.72,495.01,845.17,826.63,770.99
ENSG00010001537,GENE1538,9.17,6.61,7.95,7.63,10.52,6.94,9.20,4.45
ENSG00010001538,GENE1539,524.58,610.36,815.98,673.72,509.05,760.62,781.65,918.46
ENSG00010001539,GENE1540,295.87,124.20,239.65,179.57,223.84,136.78,136.18,173.94
ENSG00010001540,GENE1541,6.09,5.12,8.59,5.41,10.65,4.44,7.31,7.24
ENSG00010001541,GENE1542,301.59,216.00,343.68,341.29,385.91,344.66,221.44,387.38
ENSG00010001542,GENE1543,3.37,4.28,2.27,5.27,5.88,4.26,4.58,6.22
ENSG00010001543,GENE1544,846.43,500.45,631.93,488.79,431.79,734.97,429.43,483.61
ENSG00010001544,GENE1545,244.11,456.89,340.55,439.93,743.71,353.55,300.66,467.32
ENSG00010001545,GENE1546,71.09,62.86,71.10,38.03,21.06,39.28,25.23,21.32
ENSG00010001546,GENE1547,87.42,79.60,57.21,50.25,73.61,81.84,79.67,104.20
ENSG00010001547,GENE1548,15.54,19.04,9.57,14.63,11.06,12.21,16.03,10.22
ENSG00010001548,GENE1549,933.22,727.26,528.22,387.07,882.17,585.96,705.94,963.09
ENSG00010001549,GENE1550,10.60,7.05,9.97,6.85,6.32,11.22,10.79,7.63
ENSG00010001550,GENE1551,1725.37,1604.76,1604.57,3053.68,1615.94,1875.17,1742.07,2317.71
ENSG00010001551,GENE1552,109.23,170.21,160.45,112.93,97.94,197.60,128.42,119.51
ENSG00010001552,GENE1553,68.95,81.95,151.86,113.80,64.77,114.84,87.80,71.02
ENSG00010001553,GENE1554,1470.06,1014.27,1797.00,1512.59,1414.33,1746.51,1337.28,1742.64
ENSG00010001554,GENE1555,174.20,155.11,94.96,148.42,131.52,129.71,147.57,126.36
ENSG00010001555,GENE1556,3285.82,5093.05,4783.65,3372.94,1631.53,1825.07,2274.30,2506.28
ENSG00010001556,GENE1557,939.30,659.71,914.65,793.81,803.05,938.92,629.34,980.48
ENSG00010001557,GENE1558,1493.85,753.85,654.06,776.48,748.60,732.23,767.90,747.15
ENSG00010001558,GENE1559,22.38,21.89,19.83,36.80,17.57,23.26,31.07,14.45
ENSG00010001559,GENE1560,8.04,9.07,7.67,5.64,11.56,8.71,11.58,9.96
ENSG00010001560,GENE1561,4.97,7.28,7.89,6.74,5.15,9.47,5.34,6.01
ENSG00010001561,GENE1562,129.52,159.52,147.48,180.06,151.86,134.08,163.91,101.43
ENSG00010001562,GENE1563,12.94,11.72,16.50,20.22,16.97,13.28,19.25,14.00
ENSG00010001563,GENE1564,643.34,661.82,686.19,565.83,656.38,695.85,594.86,436.67
ENSG00010001564,GENE1565,26.35,24.33,32.93,26.74,22.31,24.51,15.83,18.35
ENSG00010001565,GENE1566,3076.05,4590.06,2852.62,4263.12,2301.78,4314.30,4069.71,3415.18
ENSG00010001566,GENE1567,37.12,18.64,29.73,34.82,25.84,25.14,18.95,23.58
ENSG00010001567,GENE1568,3.24,4.88,4.20,4.74,4.38,5.36,2.91,3.69
ENSG00010001568,GENE1569,339.35,199.11,177.57,242.41,285.40,255.65,199.93,235.47
ENSG00010001569,GENE1570,61.22,34.92,42.55,72.04,13.49,7.75,8.66,7.64
ENSG00010001570,GENE1571,262.23,288.82,213.07,220.65,331.90,230.64,314.09,268.65
ENSG00010001571,GENE1572,371.74,361.91,341.10,329.79,300.83,191.71,296.74,377.64
ENSG00010001572,GENE1573,9.17,8.62,7.79,6.56,5.18,4.79,5.97,4.71
ENSG00010001573,GENE1574,31.79,18.10,17.78,14.52,14.93,12.50,11.84,20.20
ENSG00010001574,GENE1575,953.26,1117.80,993.17,1410.34,1882.45,1005.70,908.38,1102.30
ENSG00010001575,GENE1576,532.01,651.18,748.66,686.50,853.99,919.27,794.62,830.71
ENSG00010001576,GENE1577,240.65,121.85,220.84,121.96,156.03,143.35,77.51,131.45
ENSG00010001577,GENE1578,7.57,13.41,13.06,7.44,13.83,8.04,13.34,9.28
ENSG00010001578,GENE1579,108.39,100.31,84.75,78.06,80.87,123.96,72.69,77.99
ENSG00010001579,GENE1580,2473.81,2414.75,2321.90,2983.97,1625.99,3038.66,2411.83,2997.58
ENSG00010001580,GENE1581,163.75,130.13,203.20,209.31,187.64,228.77,155.98,179.40
ENSG00010001581,GENE1582,840.62,1263.16,1120.33,1953.87,1791.87,1218.50,1512.55,1082.04
ENSG00010001582,GENE1583,162.36,145.54,150.52,132.85,135.03,110.52,102.81,98.76
ENSG00010001583,GENE1584,76.65,91.85,122.21,101.38,79.50,130.60,117.06,99.67
ENSG00010001584,GENE1585,2674.57,2214.16,3187.96,2427.83,2208.93,1880.01,2697.99,2320.60
ENSG00010001585,GENE1586,100.22,113.49,124.55,89.82,115.49,105.83,151.64,100.19
ENSG00010001586,GENE1587,4.44,7.33,3.79,5.03,0.88,0.81,0.77,0.82
ENSG00010001587,GENE1588,9.06,9.34,10.55,9.72,9.57,8.52,9.54,12.63
ENSG00010001588,GENE1589,51.35,44.38,41.36,38.82,31.00,41.06,51.48,42.93
ENSG00010001589,GENE1590,75.81,57.95,69.57,76.69,60.01,66.64,89.86,88.85
ENSG00010001590,GENE1591,150.44,88.92,133.07,94.30,89.54,111.43,101.24,63.73
ENSG00010001591,GENE1592,3704.45,2870.17,3764.92,2813.97,2835.84,2720.99,3601.56,2112.96
ENSG00010001592,GENE1593,2300.49,1729.29,3241.67,1927.97,2589.48,1837.83,2498.08,1852.44
ENSG00010001593,GENE1594,1515.42,1420.08,1115.57,2013.53,1059.92,1094.98,1248.34,1529.66
ENSG00010001594,GENE1595,44.85,48.32,57.12,27.09,44.37,45.40,61.53,52.73
ENSG00010001595,GENE1596,11.03,12.80,18.89,16.25,10.08,15.13,12.71,15.31
ENSG00010001596,GENE1597,117.41,147.44,88.29,60.44,98.79,152.90,84.91,117.56
ENSG00010001597,GENE1598,4621.71,3236.37,3900.12,4198.91,3461.54,3477.70,3550.63,2403.88
ENSG00010001598,GENE1599,363.41,1030.69,561.69,755.99,630.27,524.53,399.46,538.48
ENSG00010001599,GENE1600,8.62,12.17,10.06,9.60,11.41,14.69,5.20,7.39
ENSG00010001600,GENE1601,17.99,14.51,10.48,13.53,15.14,13.47,12.91,13.49
ENSG00010001601,GENE1602,108.71,85.10,88.83,87.34,107.78,78.38,101.62,104.27
ENSG00010001602,GENE1603,11.90,8.46,13.03,7.99,13.72,10.45,11.21,10.45
ENSG00010001603,GENE1604,1904.53,2494.01,1923.92,1887.19,1372.46,1462.87,1600.48,1281.41
ENSG00010001604,GENE1605,181.45,179.71,150.01,210.06,146.68,72.97,159.73,120.39
ENSG00010001605,GENE1606,52.85,48.85,51.27,66.07,69.21,61.34,58.47,86.83
ENSG00010001606,GENE1607,367.19,301.73,213.43,246.02,365.00,267.66,282.35,274.97
ENSG00010001607,GENE1608,18.16,9.05,12.07,12.11,14.88,23.87,21.08,14.33
ENSG00010001608,GENE1609,30.11,19.25,33.10,26.49,24.34,30.58,12.99,21.93
ENSG00010001609,GENE1610,15.07,18.06,24.38,19.19,11.83,24.21,13.92,14.26
ENSG00010001610,GENE1611,11.76,15.16,12.02,16.06,15.26,11.51,10.10,14.53
ENSG00010001611,GENE1612,57.67,53.21,37.70,40.49,40.75,39.15,45.22,31.49
ENSG00010001612,GENE1613,11.01,7.48,15.31,9.74,13.61,13.05,10.90,11.60
ENSG00010001613,GENE1614,518.88,342.84,873.06,649.28,527.05,721.23,492.22,470.78
ENSG00010001614,GENE1615,43.05,38.69,35.66,34.93,37.73,34.60,47.46,53.82
ENSG00010001615,GENE1616,169.78,190.14,249.39,255.80,279.60,270.84,217.30,393.76
ENSG00010001616,GENE1617,1682.32,2411.68,2067.79,1881.20,1781.58,1840.83,2406.18,2578.74
ENSG00010001617,GENE1618,416.38,326.53,358.19,267.76,479.59,471.61,503.70,546.04
ENSG00010001618,GENE1619,524.26,526.81,609.19,686.05,498.61,393.81,635.53,568.11
ENSG00010001619,GENE1620,14.32,21.15,18.31,23.33,25.60,26.85,37.54,27.62
ENSG00010001620,GENE1621,160.19,193.50,210.24,223.77,177.14,189.09,339.76,283.36
ENSG00010001621,GENE1622,32.87,55.27,55.20,39.36,46.12,52.25,45.88,69.82
ENSG00010001622,GENE1623,17.87,14.96,12.57,20.96,18.90,16.85,24.77,24.61
ENSG00010001623,GENE1624,1024.12,735.32,844.67,667.50,1440.58,1022.39,683.15,680.17
ENSG00010001624,GENE1625,847.32,308.23,752.89,353.45,633.16,783.25,588.97,560.66
ENSG00010001625,GENE1626,26.84,19.90,16.89,37.99,23.40,19.21,28.42,22.82
ENSG00010001626,GENE1627,10.32,9.67,11.33,10.49,11.32,10.10,9.21,12.35
ENSG00010001627,GENE1628,248.78,157.68,241.13,253.64,193.44,164.62,160.36,98.31
ENSG00010001628,GENE1629,4.16,5.04,5.44,2.27,4.04,5.56,4.25,3.40
ENSG00010001629,GENE1630,4.31,6.73,9.09,6.68,7.91,9.20,6.72,5.01
ENSG00010001630,GENE1631,14.34,9.18,9.26,9.22,8.67,12.00,9.43,5.21
ENSG00010001631,GENE1632,8.18,8.81,7.60,6.93,8.68,8.26,8.62,9.26
ENSG00010001632,GENE1633,512.53,777.01,888.69,1050.42,488.74,531.92,768.53,545.95
ENSG00010001633,GENE1634,918.49,509.27,496.31,975.46,857.48,1107.01,846.51,826.85
ENSG00010001634,GENE1635,21.16,20.88,25.82,22.45,25.09,25.94,19.73,13.11
ENSG00010001635,GENE1636,8.31,5.51,8.72,10.32,5.52,9.10,5.51,6.32
ENSG00010001636,GENE1637,14.72,9.90,8.26,13.71,13.85,10.71,12.13,12.76
ENSG00010001637,GENE1638,163.27,209.97,190.97,133.32,286.76,312.16,267.38,417.86
ENSG00010001638,GENE1639,12.56,16.27,25.02,15.38,8.94,7.22,16.63,11.66
ENSG00010001639,GENE1640,30.00,37.02,46.11,34.08,33.48,24.84,34.82,18.13
ENSG00010001640,GENE1641,4.81,4.62,4.56,7.42,9.71,7.17,10.11,6.61
ENSG00010001641,GENE1642,4.19,4.55,3.60,4.45,8.12,6.45,2.88,7.01
ENSG00010001642,GENE1643,1479.95,2332.91,1602.04,1699.49,15555.74,11549.84,16279.58,11516.55
ENSG00010001643,GENE1644,5.90,6.63,6.31,8.24,1.28,2.05,0.89,1.75
ENSG00010001644,GENE1645,336.74,281.97,306.35,325.45,515.43,282.90,423.16,359.59
ENSG00010001645,GENE1646,28.33,63.71,25.01,40.04,35.55,41.51,29.39,57.36
ENSG00010001646,GENE1647,171.87,142.56,166.74,150.16,169.21,123.77,172.62,221.44
ENSG00010001647,GENE1648,139.71,197.19,214.58,222.90,352.95,317.35,351.60,339.15
ENSG00010001648,GENE1649,36.48,29.70,50.70,43.57,46.64,25.44,19.37,28.36
ENSG00010001649,GENE1650,3006.57,1811.84,2374.12,1333.18,6796.54,6620.16,6470.78,5503.00
ENSG00010001650,GENE1651,27.32,27.92,29.73,38.04,28.13,39.77,30.40,23.73
ENSG00010001651,GENE1652,3637.13,3514.14,2739.09,3499.47,2519.63,2995.94,2599.05,2943.48
ENSG00010001652,GENE1653,4117.21,2641.37,3179.76,3702.86,3264.89,3443.42,3061.99,2985.33
ENSG00010001653,GENE1654,70.91,43.21,51.88,52.76,63.94,65.42,45.03,59.20
ENSG00010001654,GENE1655,488.82,691.82,571.91,462.48,643.66,562.26,341.08,374.39
ENSG00010001655,GENE1656,97.03,113.92,106.42,50.95,66.64,98.57,91.21,94.86
ENSG00010001656,GENE1657,7.84,4.93,6.12,7.35,33.51,30.15,38.74,32.90
ENSG00010001657,GENE1658,791.46,525.93,772.54,505.39,797.95,557.46,672.16,499.49
ENSG00010001658,GENE1659,6.02,6.12,5.76,6.12,5.50,6.79,6.41,5.62
ENSG00010001659,GENE1660,3.76,6.53,6.89,7.04,2.35,1.27,2.30,2.03
ENSG00010001660,GENE1661,22.92,35.74,30.61,22.72,36.01,24.16,42.32,27.08
ENSG00010001661,GENE1662,81.97,118.53,81.74,78.85,111.42,123.11,84.03,106.36
ENSG00010001662,GENE1663,2024.09,1296.58,1055.22,2027.05,2232.98,1547.77,2268.64,1624.27
ENSG00010001663,GENE1664,82.45,59.33,79.51,99.71,85.14,67.74,73.91,87.58
ENSG00010001664,GENE1665,452.09,548.19,634.26,420.79,1111.72,1212.99,1287.45,1670.89
ENSG00010001665,GENE1666,21.90,19.70,17.83,20.10,27.59,20.39,25.20,20.02
ENSG00010001666,GENE1667,19.32,23.77,23.63,22.74,21.39,39.75,27.70,30.14
ENSG00010001667,GENE1668,27.98,14.06,24.31,22.93,16.68,20.48,25.55,48.86
ENSG00010001668,GENE1669,3215.25,4789.45,4542.45,4606.42,2222.06,3513.61,3234.21,2538.73
ENSG00010001669,GENE1670,9.65,13.34,7.44,9.82,8.85,10.34,18.53,7.65
ENSG00010001670,GENE1671,698.73,1351.17,1043.31,741.44,1124.56,933.59,970.46,1200.12
ENSG00010001671,GENE1672,52.67,57.41,37.61,50.79,378.19,265.75,321.57,270.95
ENSG00010001672,GENE1673,124.41,99.02,79.84,86.88,114.52,100.97,71.82,99.70
ENSG00010001673,GENE1674,153.64,105.96,175.33,98.05,82.43,96.22,126.53,106.72
ENSG00010001674,GENE1675,713.51,395.43,507.30,451.55,43.58,42.92,33.82,85.93
ENSG00010001675,GENE1676,56.56,40.47,57.19,36.22,47.95,78.55,50.74,60.79
ENSG00010001676,GENE1677,82.59,115.06,79.09,112.64,86.94,77.33,129.12,101.46
ENSG00010001677,GENE1678,317.84,195.06,270.43,289.26,283.11,361.92,147.47,264.85
ENSG00010001678,GENE1679,20.89,26.93,35.76,32.19,19.12,24.22,28.69,20.79
ENSG00010001679,GENE1680,361.75,752.98,589.31,420.41,486.25,467.52,461.74,430.37
ENSG00010001680,GENE1681,518.28,908.77,588.37,941.06,669.66,514.06,974.87,685.75
ENSG00010001681,GENE1682,4.22,7.21,6.74,9.24,5.13,6.83,6.40,4.77
ENSG00010001682,GENE1683,7.79,4.89,7.10,3.58,4.73,6.19,5.02,3.98
ENSG00010001683,GENE1684,3211.02,2196.71,2608.24,4250.92,3034.29,2759.07,4234.69,3600.97
ENSG00010001684,GENE1685,60.83,58.73,79.35,73.69,104.05,93.51,66.20,85.57
ENSG00010001685,GENE1686,10.17,6.61,4.12,11.66,12.74,7.32,6.75,8.29
ENSG00010001686,GENE1687,19.80,26.82,21.25,18.80,23.39,21.02,21.99,12.96
