gene_id,gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00010000725,GENE0726,2145.77,0.2819,0.1874,1.325e-1,4.251e-1
ENSG00010000726,GENE0727,874.93,-0.0472,0.3257,8.848e-1,9.658e-1
ENSG00010000727,GENE0728,45.90,-0.1992,0.1894,2.930e-1,6.576e-1
ENSG00010000728,GENE0729,194.18,0.0361,0.1798,8.407e-1,9.575e-1
ENSG00010000729,GENE0730,907.21,-0.3454,0.2685,1.984e-1,5.283e-1
ENSG00010000730,GENE0731,16.65,0.5053,0.2246,2.449e-2,1.246e-1
ENSG00010000731,GENE0732,3139.06,-0.0512,0.2976,8.633e-1,9.620e-1
ENSG00010000732,GENE0733,35.69,-0.2656,0.4124,5.196e-1,8.320e-1
ENSG00010000733,GENE0734,517.13,-3.0739,0.1745,1.000e-300,1.471e-299
ENSG00010000734,GENE0735,8.13,-1.4996,0.1623,1.000e-300,1.471e-299
ENSG00010000735,GENE0736,2778.28,-0.4580,0.2369,5.317e-2,2.308e-1
ENSG00010000736,GENE0737,35.27,-0.1659,0.1600,2.998e-1,6.639e-1
ENSG00010000737,GENE0738,6.41,0.1505,0.2250,5.034e-1,8.222e-1
ENSG00010000738,GENE0739,74.35,-0.1166,0.2486,6.391e-1,8.857e-1
ENSG00010000739,GENE0740,1626.15,-0.2169,0.1734,2.110e-1,5.490e-1
ENSG00010000740,GENE0741,7.22,-0.0866,0.1610,5.907e-1,8.661e-1
ENSG00010000741,GENE0742,1627.38,0.4526,0.3179,1.546e-1,4.624e-1
ENSG00010000742,GENE0743,334.95,-0.1502,0.3212,6.401e-1,8.857e-1
ENSG00010000743,GENE0744,1439.72,-2.0090,0.2515,1.332e-15,1.912e-14
ENSG00010000744,GENE0745,955.16,-0.0287,0.3123,9.267e-1,9.787e-1
ENSG00010000745,GENE0746,76.67,-0.3382,0.2177,1.203e-1,3.989e-1
ENSG00010000746,GENE0747,32.04,0.0479,0.2332,8.371e-1,9.561e-1
ENSG00010000747,GENE0748,7.47,-0.4398,0.2446,7.217e-2,2.902e-1
ENSG00010000748,GENE0749,313.83,-0.0400,0.2055,8.457e-1,9.581e-1
ENSG00010000749,GENE0750,13.84,0.0464,0.1850,8.021e-1,9.490e-1
ENSG00010000750,GENE0751,82.50,-0.2372,0.3470,4.943e-1,8.131e-1
ENSG00010000751,GENE0752,6.71,-0.0449,0.2525,8.588e-1,9.620e-1
ENSG00010000752,GENE0753,4594.08,1.4420,0.3394,2.149e-5,1.896e-4
ENSG00010000753,GENE0754,97.91,0.3248,0.4692,4.888e-1,8.092e-1
ENSG00010000754,GENE0755,70.49,-0.1136,0.2796,6.845e-1,9.075e-1
ENSG00010000755,GENE0756,139.50,-0.1422,0.1795,4.281e-1,7.696e-1
ENSG00010000756,GENE0757,325.93,-0.3282,0.1609,4.131e-2,1.898e-1
ENSG00010000757,GENE0758,302.97,-0.4698,0.2261,3.774e-2,1.767e-1
ENSG00010000758,GENE0759,92.59,0.1287,0.2870,6.538e-1,8.904e-1
ENSG00010000759,GENE0760,7.07,0.0505,0.2684,8.507e-1,9.602e-1
ENSG00010000760,GENE0761,923.35,1.2758,0.1849,5.180e-12,6.241e-11
ENSG00010000761,GENE0762,437.54,-0.6968,0.2246,1.919e-3,1.351e-2
ENSG00010000762,GENE0763,2921.14,-0.0653,0.2270,7.736e-1,9.434e-1
ENSG00010000763,GENE0764,6.88,0.6076,0.2015,2.574e-3,1.759e-2
ENSG00010000764,GENE0765,178.37,-0.1333,0.1589,4.014e-1,7.546e-1
ENSG00010000765,GENE0766,6.53,-0.1242,0.1759,4.801e-1,8.038e-1
ENSG00010000766,GENE0767,2675.41,-0.6375,0.2993,3.314e-2,1.611e-1
ENSG00010000767,GENE0768,1574.90,0.3820,0.3814,3.165e-1,6.757e-1
ENSG00010000768,GENE0769,379.49,0.1608,0.3032,5.959e-1,8.673e-1
ENSG00010000769,GENE0770,938.87,-2.8079,0.2788,1.000e-300,1.471e-299
ENSG00010000770,GENE0771,174.18,-1.0507,0.2080,4.408e-7,4.266e-6
ENSG00010000771,GENE0772,21.30,0.3204,0.1640,5.075e-2,2.226e-1
ENSG00010000772,GENE0773,10.18,0.1795,0.2441,4.621e-1,7.966e-1
ENSG00010000773,GENE0774,460.13,0.5247,0.1508,5.008e-4,3.823e-3
ENSG00010000774,GENE0775,412.85,0.2834,0.2951,3.369e-1,6.994e-1
ENSG00010000775,GENE0776,1409.85,0.4996,0.2869,8.158e-2,3.162e-1
ENSG00010000776,GENE0777,2802.30,-0.2052,0.1404,1.439e-1,4.450e-1
ENSG00010000777,GENE0778,97.67,0.2050,0.1723,2.342e-1,5.832e-1
ENSG00010000778,GENE0779,139.47,0.3581,0.1140,1.677e-3,1.195e-2
ENSG00010000779,GENE0780,352.43,-0.0905,0.1806,6.164e-1,8.769e-1
ENSG00010000780,GENE0781,3305.67,0.7192,0.1519,2.201e-6,2.070e-5
ENSG00010000781,GENE0782,70.73,0.2357,0.3053,4.402e-1,7.777e-1
ENSG00010000782,GENE0783,387.13,0.4033,0.2075,5.196e-2,2.269e-1
ENSG00010000783,GENE0784,1981.23,0.1679,0.2585,5.160e-1,8.296e-1
ENSG00010000784,GENE0785,109.01,0.0046,0.1176,9.687e-1,9.905e-1
ENSG00010000785,GENE0786,436.38,-0.0731,0.2451,7.656e-1,9.425e-1
ENSG00010000786,GENE0787,181.29,-0.0939,0.1771,5.961e-1,8.673e-1
ENSG00010000787,GENE0788,15.27,0.0001,0.2100,9.997e-1,1.000e+0
ENSG00010000788,GENE0789,271.94,-0.0120,0.2506,9.619e-1,9.873e-1
ENSG00010000789,GENE0790,68.58,0.1807,0.1276,1.568e-1,4.672e-1
ENSG00010000790,GENE0791,21.74,-0.6416,0.2502,1.033e-2,6.138e-2
ENSG00010000791,GENE0792,88.96,0.1068,0.2312,6.442e-1,8.857e-1
ENSG00010000792,GENE0793,5.30,-0.2343,0.1737,1.774e-1,4.968e-1
ENSG00010000793,GENE0794,24.27,-1.8857,0.1671,1.000e-300,1.471e-299
ENSG00010000794,GENE0795,254.06,2.0712,0.2409,1.000e-300,1.471e-299
ENSG00010000795,GENE0796,7.76,0.4756,0.2861,9.640e-2,3.541e-1
ENSG00010000796,GENE0797,127.06,0.2731,0.2181,2.106e-1,5.484e-1
ENSG00010000797,GENE0798,799.41,-0.4812,0.1794,7.326e-3,4.513e-2
ENSG00010000798,GENE0799,2729.36,0.3320,0.2496,1.834e-1,5.049e-1
ENSG00010000799,GENE0800,84.27,0.4505,0.2296,4.978e-2,2.194e-1
ENSG00010000800,GENE0801,576.76,-0.3519,0.3392,2.994e-1,6.639e-1
ENSG00010000801,GENE0802,1446.35,-0.5589,0.1955,4.258e-3,2.765e-2
ENSG00010000802,GENE0803,4292.74,3.1280,0.2486,1.000e-300,1.471e-299
ENSG00010000803,GENE0804,1456.46,0.3796,0.2450,1.212e-1,3.996e-1
ENSG00010000804,GENE0805,29.70,-0.1567,0.2672,5.574e-1,8.510e-1
ENSG00010000805,GENE0806,4.91,0.4649,0.1606,3.804e-3,2.525e-2
ENSG00010000806,GENE0807,1086.64,0.0376,0.1817,8.361e-1,9.557e-1
ENSG00010000807,GENE0808,40.19,0.2433,0.1162,3.630e-2,1.720e-1
ENSG00010000808,GENE0809,5.85,-0.3082,0.1893,1.034e-1,3.673e-1
ENSG00010000809,GENE0810,398.98,0.1089,0.2981,7.149e-1,9.209e-1
ENSG00010000810,GENE0811,59.06,0.0515,0.1977,7.944e-1,9.487e-1
ENSG00010000811,GENE0812,11.48,-0.3927,0.1362,3.937e-3,2.596e-2
ENSG00010000812,GENE0813,10.79,-2.6820,0.1570,1.000e-300,1.471e-299
ENSG00010000813,GENE0814,1469.97,0.2581,0.3209,4.213e-1,7.645e-1
ENSG00010000814,GENE0815,14.09,-0.0602,0.2523,8.114e-1,9.507e-1
ENSG00010000815,GENE0816,24.55,-0.7279,0.2379,2.220e-3,1.538e-2
ENSG00010000816,GENE0817,27.48,0.2520,0.1832,1.689e-1,4.889e-1
ENSG00010000817,GENE0818,250.18,-0.1759,0.2004,3.802e-1,7.411e-1
ENSG00010000818,GENE0819,307.34,-0.0116,0.1812,9.488e-1,9.818e-1
ENSG00010000819,GENE0820,732.16,0.4146,0.1815,2.238e-2,1.172e-1
ENSG00010000820,GENE0821,22.00,-0.0231,0.2170,9.151e-1,9.762e-1
ENSG00010000821,GENE0822,112.11,-0.0976,0.3577,7.849e-1,9.471e-1
ENSG00010000822,GENE0823,17.48,0.4652,0.1335,4.952e-4,3.790e-3
ENSG00010000823,GENE0824,998.93,-2.6323,0.2336,1.000e-300,1.471e-299
ENSG00010000824,GENE0825,160.51,0.1971,0.3407,5.629e-1,8.548e-1
ENSG00010000825,GENE0826,10.66,-0.1771,0.1460,2.251e-1,5.698e-1
ENSG00010000826,GENE0827,111.14,0.2187,0.3064,4.754e-1,8.019e-1
ENSG00010000827,GENE0828,6.71,-0.2622,0.2584,3.102e-1,6.700e-1
ENSG00010000828,GENE0829,18.52,0.0630,0.2690,8.148e-1,9.507e-1
ENSG00010000829,GENE0830,1149.46,0.0097,0.2199,9.647e-1,9.894e-1
ENSG00010000830,GENE0831,1481.32,2.7343,0.1094,1.000e-300,1.471e-299
ENSG00010000831,GENE0832,797.03,0.5521,0.3109,7.581e-2,3.011e-1
ENSG00010000832,GENE0833,90.02,-0.2989,0.2868,2.973e-1,6.613e-1
ENSG00010000833,GENE0834,2586.07,0.2676,0.2156,2.146e-1,5.526e-1
ENSG00010000834,GENE0835,44.88,0.2253,0.2141,2.927e-1,6.576e-1
ENSG00010000835,GENE0836,125.68,-0.7335,0.1836,6.457e-5,5.488e-4
ENSG00010000836,GENE0837,417.64,-0.0953,0.2828,7.360e-1,9.313e-1
ENSG00010000837,GENE0838,101.57,-0.1495,0.1848,4.187e-1,7.644e-1
ENSG00010000838,GENE0839,254.25,-0.1036,0.3611,7.743e-1,9.434e-1
ENSG00010000839,GENE0840,2118.07,-0.0068,0.1928,9.718e-1,9.915e-1
ENSG00010000840,GENE0841,922.74,-0.0114,0.2902,9.686e-1,9.905e-1
ENSG00010000841,GENE0842,6638.47,2.4204,0.1574,1.000e-300,1.471e-299
ENSG00010000842,GENE0843,1904.26,-0.6370,0.1849,5.698e-4,4.316e-3
ENSG00010000843,GENE0844,258.06,-0.1135,0.1795,5.272e-1,8.358e-1
ENSG00010000844,GENE0845,43.16,0.0172,0.2033,9.327e-1,9.787e-1
ENSG00010000845,GENE0846,189.05,-0.2916,0.3530,4.087e-1,7.578e-1
ENSG00010000846,GENE0847,37.81,0.1572,0.2888,5.863e-1,8.635e-1
ENSG00010000847,GENE0848,8.58,0.1580,0.1626,3.313e-1,6.916e-1
ENSG00010000848,GENE0849,50.52,-0.2564,0.1589,1.066e-1,3.721e-1
ENSG00010000849,GENE0850,443.06,0.1553,0.1348,2.491e-1,6.005e-1
ENSG00010000850,GENE0851,10.33,-0.2559,0.3039,3.997e-1,7.546e-1
ENSG00010000851,GENE0852,518.92,-0.3146,0.2310,1.732e-1,4.935e-1
ENSG00010000852,GENE0853,11.99,-0.0396,0.1850,8.306e-1,9.557e-1
ENSG00010000853,GENE0854,9.17,-2.4991,0.1555,1.000e-300,1.471e-299
ENSG00010000854,GENE0855,205.52,2.0476,0.2840,5.609e-13,7.253e-12
ENSG00010000855,GENE0856,582.18,-0.0457,0.2454,8.522e-1,9.613e-1
ENSG00010000856,GENE0857,55.00,0.3735,0.3681,3.103e-1,6.700e-1
ENSG00010000857,GENE0858,22.62,-2.5872,0.2444,1.000e-300,1.471e-299
ENSG00010000858,GENE0859,1411.40,-0.0308,0.2476,9.010e-1,9.723e-1
ENSG00010000859,GENE0860,3176.78,-0.2252,0.2414,3.510e-1,7.104e-1
ENSG00010000860,GENE0861,160.67,-0.2344,0.1554,1.315e-1,4.244e-1
ENSG00010000861,GENE0862,5.57,0.1107,0.1883,5.568e-1,8.509e-1
ENSG00010000862,GENE0863,508.99,-0.3286,0.3426,3.374e-1,6.994e-1
ENSG00010000863,GENE0864,58.19,0.1845,0.3562,6.043e-1,8.689e-1
ENSG00010000864,GENE0865,28.52,-0.0991,0.2554,6.980e-1,9.132e-1
ENSG00010000865,GENE0866,2018.61,-0.1236,0.1748,4.796e-1,8.034e-1
ENSG00010000866,GENE0867,2237.04,2.7716,0.2676,1.000e-300,1.471e-299
ENSG00010000867,GENE0868,205.72,0.0169,0.3128,9.570e-1,9.860e-1
ENSG00010000868,GENE0869,17.33,0.2571,0.1434,7.297e-2,2.926e-1
ENSG00010000869,GENE0870,397.00,1.4528,0.2641,3.812e-8,3.917e-7
ENSG00010000870,GENE0871,19.33,1.3460,0.2928,4.277e-6,3.948e-5
ENSG00010000871,GENE0872,40.97,0.2413,0.3315,4.666e-1,7.966e-1
ENSG00010000872,GENE0873,35.91,0.0450,0.1687,7.899e-1,9.471e-1
ENSG00010000873,GENE0874,1041.59,0.0352,0.3018,9.073e-1,9.734e-1
ENSG00010000874,GENE0875,12.24,-0.2611,0.1613,1.054e-1,3.715e-1
ENSG00010000875,GENE0876,46.76,0.2100,0.2875,4.651e-1,7.966e-1
ENSG00010000876,GENE0877,2038.48,0.0985,0.1316,4.541e-1,7.907e-1
ENSG00010000877,GENE0878,1025.18,-0.3553,0.2940,2.269e-1,5.717e-1
ENSG00010000878,GENE0879,134.32,-0.3108,0.2525,2.183e-1,5.585e-1
ENSG00010000879,GENE0880,1534.86,0.2740,0.3082,3.739e-1,7.339e-1
ENSG00010000880,GENE0881,172.18,0.4406,0.2016,2.885e-2,1.426e-1
ENSG00010000881,GENE0882,1766.01,-1.4404,0.1730,1.000e-300,1.471e-299
ENSG00010000882,GENE0883,1618.24,0.0029,0.1464,9.844e-1,9.951e-1
ENSG00010000883,GENE0884,3509.20,-0.4921,0.1846,7.702e-3,4.706e-2
ENSG00010000884,GENE0885,1926.64,0.2867,0.1418,4.312e-2,1.951e-1
ENSG00010000885,GENE0886,494.61,0.1579,0.1824,3.867e-1,7.460e-1
ENSG00010000886,GENE0887,382.45,0.1575,0.2126,4.589e-1,7.939e-1
ENSG00010000887,GENE0888,27.48,-0.1547,0.2557,5.451e-1,8.460e-1
ENSG00010000888,GENE0889,256.76,-0.4791,0.1197,6.244e-5,5.321e-4
ENSG00010000889,GENE0890,111.54,0.0974,0.1908,6.097e-1,8.714e-1
ENSG00010000890,GENE0891,142.32,-0.4771,0.1739,6.088e-3,3.837e-2
ENSG00010000891,GENE0892,58.62,-0.5267,0.3363,1.174e-1,3.952e-1
ENSG00010000892,GENE0893,3493.48,-0.1275,0.2681,6.343e-1,8.849e-1
ENSG00010000893,GENE0894,1512.77,-2.0774,0.3084,1.636e-11,1.932e-10
ENSG00010000894,GENE0895,1344.74,0.0891,0.1227,4.677e-1,7.973e-1
ENSG00010000895,GENE0896,19.55,0.3228,0.1889,8.741e-2,3.328e-1
ENSG00010000896,GENE0897,88.15,-0.0543,0.3185,8.646e-1,9.620e-1
ENSG00010000897,GENE0898,114.28,-0.3343,0.1484,2.426e-2,1.244e-1
ENSG00010000898,GENE0899,368.82,-0.6108,0.1454,2.670e-5,2.342e-4
ENSG00010000899,GENE0900,7.64,0.4137,0.2274,6.889e-2,2.831e-1
ENSG00010000900,GENE0901,800.97,0.2951,0.1656,7.478e-2,2.975e-1
ENSG00010000901,GENE0902,13.53,0.0983,0.2649,7.106e-1,9.192e-1
ENSG00010000902,GENE0903,73.98,0.0856,0.1926,6.566e-1,8.910e-1
ENSG00010000903,GENE0904,25.09,0.0926,0.2838,7.441e-1,9.336e-1
ENSG00010000904,GENE0905,15.20,-0.0700,0.2148,7.445e-1,9.336e-1
ENSG00010000905,GENE0906,60.89,-0.0839,0.2193,7.019e-1,9.149e-1
ENSG00010000906,GENE0907,286.19,0.1241,0.1979,5.307e-1,8.379e-1
ENSG00010000907,GENE0908,3132.37,0.1969,0.1607,2.204e-1,5.619e-1
ENSG00010000908,GENE0909,23.11,2.3894,0.2052,1.000e-300,1.471e-299
ENSG00010000909,GENE0910,14.25,-0.0244,0.1907,8.980e-1,9.712e-1
ENSG00010000910,GENE0911,1523.48,-0.2951,0.2498,2.375e-1,5.874e-1
ENSG00010000911,GENE0912,1148.50,-2.7332,0.2702,1.000e-300,1.471e-299
ENSG00010000912,GENE0913,3785.17,0.0533,0.2159,8.050e-1,9.490e-1
ENSG00010000913,GENE0914,108.31,0.4928,0.3804,1.951e-1,5.231e-1
ENSG00010000914,GENE0915,93.33,0.1257,0.1962,5.216e-1,8.324e-1
ENSG00010000915,GENE0916,3932.66,0.1192,0.3206,7.100e-1,9.190e-1
ENSG00010000916,GENE0917,22.24,-0.2317,0.2082,2.658e-1,6.219e-1
ENSG00010000917,GENE0918,2574.96,0.0221,0.2055,9.145e-1,9.762e-1
ENSG00010000918,GENE0919,89.01,1.0996,0.2677,4.002e-5,3.450e-4
ENSG00010000919,GENE0920,2428.48,-0.0016,0.2114,9.939e-1,9.967e-1
ENSG00010000920,GENE0921,111.33,-0.5618,0.2394,1.896e-2,1.028e-1
ENSG00010000921,GENE0922,586.02,-0.3958,0.2646,1.347e-1,4.290e-1
ENSG00010000922,GENE0923,1525.32,0.4246,0.1572,6.902e-3,4.278e-2
ENSG00010000923,GENE0924,630.95,0.1234,0.2653,6.418e-1,8.857e-1
ENSG00010000924,GENE0925,1288.73,0.4238,0.1872,2.354e-2,1.215e-1
ENSG00010000925,GENE0926,1022.73,-0.0373,0.2623,8.869e-1,9.665e-1
ENSG00010000926,GENE0927,94.72,-0.0959,0.2676,7.201e-1,9.228e-1
ENSG00010000927,GENE0928,15.87,-0.1990,0.1251,1.117e-1,3.840e-1
ENSG00010000928,GENE0929,89.69,-0.0291,0.1605,8.561e-1,9.620e-1
ENSG00010000929,GENE0930,14.63,0.2285,0.0613,1.921e-4,1.537e-3
ENSG00010000930,GENE0931,12.13,-0.0526,0.2672,8.439e-1,9.581e-1
ENSG00010000931,GENE0932,105.22,-0.3907,0.2374,9.982e-2,3.615e-1
ENSG00010000932,GENE0933,3021.56,-0.4489,0.1859,1.575e-2,8.799e-2
ENSG00010000933,GENE0934,64.89,-0.1538,0.2790,5.815e-1,8.615e-1
ENSG00010000934,GENE0935,286.94,0.1240,0.0602,3.923e-2,1.816e-1
ENSG00010000935,GENE0936,147.82,0.3890,0.2089,6.258e-2,2.633e-1
ENSG00010000936,GENE0937,863.22,-0.2473,0.2420,3.067e-1,6.673e-1
ENSG00010000937,GENE0938,196.96,0.2501,0.1843,1.748e-1,4.951e-1
ENSG00010000938,GENE0939,2434.44,0.1321,0.2995,6.593e-1,8.931e-1
ENSG00010000939,GENE0940,5.40,0.3065,0.1813,9.093e-2,3.405e-1
ENSG00010000940,GENE0941,6.69,-0.0730,0.2505,7.708e-1,9.434e-1
ENSG00010000941,GENE0942,53.99,-2.9151,0.2672,1.000e-300,1.471e-299
ENSG00010000942,GENE0943,115.49,-0.1398,0.1737,4.210e-1,7.645e-1
ENSG00010000943,GENE0944,8.53,-0.0086,0.2139,9.680e-1,9.905e-1
ENSG00010000944,GENE0945,639.64,2.2217,0.3086,6.097e-13,7.817e-12
ENSG00010000945,GENE0946,93.09,-0.1157,0.2022,5.674e-1,8.581e-1
ENSG00010000946,GENE0947,23.94,0.0081,0.3174,9.796e-1,9.942e-1
ENSG00010000947,GENE0948,29.68,0.2332,0.2224,2.944e-1,6.582e-1
ENSG00010000948,GENE0949,20.48,-0.1064,0.2283,6.411e-1,8.857e-1
ENSG00010000949,GENE0950,7.49,-0.0180,0.1489,9.036e-1,9.732e-1
ENSG00010000950,GENE0951,12.16,0.2550,0.2510,3.096e-1,6.700e-1
ENSG00010000951,GENE0952,8.54,-0.1706,0.2259,4.501e-1,7.861e-1
ENSG00010000952,GENE0953,17.58,0.4484,0.1783,1.190e-2,6.974e-2
ENSG00010000953,GENE0954,74.76,-0.2636,0.3019,3.827e-1,7.437e-1
ENSG00010000954,GENE0955,54.60,-0.0528,0.3040,8.621e-1,9.620e-1
ENSG00010000955,GENE0956,354.34,1.6740,0.2347,9.974e-13,1.252e-11
ENSG00010000956,GENE0957,142.62,0.0951,0.3300,7.731e-1,9.434e-1
ENSG00010000957,GENE0958,2156.53,0.2131,0.1735,2.195e-1,5.604e-1
ENSG00010000958,GENE0959,80.81,0.0317,0.2194,8.850e-1,9.658e-1
ENSG00010000959,GENE0960,7.71,1.0049,0.2527,6.979e-5,5.881e-4
ENSG00010000960,GENE0961,363.84,-2.9498,0.2175,1.000e-300,1.471e-299
ENSG00010000961,GENE0962,20.79,0.0051,0.2535,9.840e-1,9.951e-1
ENSG00010000962,GENE0963,684.45,0.2501,0.1112,2.447e-2,1.246e-1
ENSG00010000963,GENE0964,42.31,-0.6050,0.2126,4.435e-3,2.867e-2
ENSG00010000964,GENE0965,104.35,-0.2236,0.2165,3.017e-1,6.655e-1
ENSG00010000965,GENE0966,14.03,-0.0427,0.2949,8.847e-1,9.658e-1
ENSG00010000966,GENE0967,535.27,0.1095,0.1796,5.419e-1,8.441e-1
ENSG00010000967,GENE0968,46.06,-2.3402,0.2890,4.441e-16,6.467e-15
ENSG00010000968,GENE0969,182.48,-0.2461,0.1361,7.058e-2,2.873e-1
ENSG00010000969,GENE0970,146.77,-0.1412,0.1485,3.416e-1,7.010e-1
ENSG00010000970,GENE0971,323.62,-0.1600,0.4011,6.899e-1,9.089e-1
ENSG00010000971,GENE0972,19.21,0.1741,0.2046,3.948e-1,7.517e-1
ENSG00010000972,GENE0973,11.87,-0.2343,0.2234,2.943e-1,6.582e-1
ENSG00010000973,GENE0974,385.67,0.1693,0.2009,3.993e-1,7.546e-1
ENSG00010000974,GENE0975,4.18,-0.4528,0.1092,3.348e-5,2.895e-4
ENSG00010000975,GENE0976,1369.26,0.2721,0.1747,1.194e-1,3.986e-1
ENSG00010000976,GENE0977,84.33,-0.3468,0.2776,2.115e-1,5.498e-1
ENSG00010000977,GENE0978,12.51,0.2785,0.2388,2.435e-1,5.921e-1
ENSG00010000978,GENE0979,166.68,-0.0455,0.3362,8.924e-1,9.692e-1
ENSG00010000979,GENE0980,8.26,-0.1193,0.1542,4.392e-1,7.776e-1
ENSG00010000980,GENE0981,5.49,0.0817,0.1557,5.999e-1,8.685e-1
ENSG00010000981,GENE0982,70.00,0.4051,0.2192,6.456e-2,2.698e-1
ENSG00010000982,GENE0983,1273.08,-0.1802,0.1803,3.177e-1,6.769e-1
ENSG00010000983,GENE0984,9.44,0.2789,0.1995,1.620e-1,4.784e-1
ENSG00010000984,GENE0985,741.24,0.3850,0.2054,6.087e-2,2.583e-1
ENSG00010000985,GENE0986,60.28,-0.1505,0.2712,5.791e-1,8.615e-1
ENSG00010000986,GENE0987,112.27,0.3006,0.2277,1.869e-1,5.098e-1
ENSG00010000987,GENE0988,24622.27,3.7516,0.2657,1.000e-300,1.471e-299
ENSG00010000988,GENE0989,1520.93,-0.0579,0.2325,8.034e-1,9.490e-1
ENSG00010000989,GENE0990,3203.38,0.0646,0.1684,7.011e-1,9.148e-1
ENSG00010000990,GENE0991,557.20,0.2127,0.2871,4.588e-1,7.939e-1
ENSG00010000991,GENE0992,1599.02,0.2054,0.2483,4.080e-1,7.577e-1
ENSG00010000992,GENE0993,129.95,-0.0039,0.2531,9.878e-1,9.958e-1
ENSG00010000993,GENE0994,892.75,-0.1153,0.2370,6.268e-1,8.813e-1
ENSG00010000994,GENE0995,13.91,0.3059,0.2299,1.833e-1,5.049e-1
ENSG00010000995,GENE0996,1238.09,0.0850,0.1624,6.010e-1,8.689e-1
ENSG00010000996,GENE0997,363.04,0.2354,0.2179,2.802e-1,6.445e-1
ENSG00010000997,GENE0998,45.60,0.1984,0.2218,3.710e-1,7.335e-1
ENSG00010000998,GENE0999,41.79,-0.2356,0.2546,3.548e-1,7.148e-1
ENSG00010000999,GENE1000,24.08,0.0759,0.2138,7.226e-1,9.240e-1
ENSG00010001000,GENE1001,52.29,0.3196,0.2062,1.211e-1,3.996e-1
ENSG00010001001,GENE1002,301.59,0.2403,0.1534,1.172e-1,3.952e-1
ENSG00010001002,GENE1003,151.82,1.4359,0.2278,2.914e-10,3.286e-9
ENSG00010001003,GENE1004,6720.28,2.0223,0.2793,4.490e-13,5.856e-12
ENSG00010001004,GENE1005,15.44,-0.3023,0.0986,2.183e-3,1.516e-2
ENSG00010001005,GENE1006,275.70,2.1662,0.4332,5.720e-7,5.482e-6
ENSG00010001006,GENE1007,397.81,-0.0615,0.1061,5.621e-1,8.543e-1
ENSG00010001007,GENE1008,145.97,-0.3277,0.3172,3.015e-1,6.655e-1
ENSG00010001008,GENE1009,514.39,-0.2737,0.4211,5.157e-1,8.296e-1
ENSG00010001009,GENE1010,3457.24,1.8082,0.1681,1.000e-300,1.471e-299
ENSG00010001010,GENE1011,169.71,0.0772,0.2884,7.889e-1,9.471e-1
ENSG00010001011,GENE1012,8.12,-0.0394,0.3306,9.052e-1,9.732e-1
ENSG00010001012,GENE1013,5.67,0.0401,0.1707,8.143e-1,9.507e-1
ENSG00010001013,GENE1014,75.94,0.3320,0.3134,2.895e-1,6.554e-1
ENSG00010001014,GENE1015,3894.20,3.2179,0.0774,1.000e-300,1.471e-299
ENSG00010001015,GENE1016,6.50,-0.0206,0.3199,9.488e-1,9.818e-1
ENSG00010001016,GENE1017,101.00,-0.2427,0.1345,7.127e-2,2.889e-1
ENSG00010001017,GENE1018,5.55,0.2832,0.2220,2.021e-1,5.331e-1
ENSG00010001018,GENE1019,3.93,0.0964,0.2015,6.322e-1,8.844e-1
ENSG00010001019,GENE1020,1518.53,0.0025,0.1393,9.856e-1,9.951e-1
ENSG00010001020,GENE1021,1751.74,0.0054,0.2911,9.851e-1,9.951e-1
ENSG00010001021,GENE1022,387.95,0.1707,0.1458,2.418e-1,5.902e-1
ENSG00010001022,GENE1023,920.50,0.2560,0.1910,1.802e-1,5.006e-1
ENSG00010001023,GENE1024,5061.99,0.8674,0.2732,1.497e-3,1.082e-2
ENSG00010001024,GENE1025,4.41,-0.3438,0.2208,1.194e-1,3.986e-1
ENSG00010001025,GENE1026,33.60,-0.0852,0.1016,4.018e-1,7.546e-1
ENSG00010001026,GENE1027,591.36,0.0935,0.2576,7.167e-1,9.228e-1
ENSG00010001027,GENE1028,907.10,0.1066,0.1464,4.664e-1,7.966e-1
ENSG00010001028,GENE1029,36.40,-0.0828,0.2740,7.624e-1,9.405e-1
ENSG00010001029,GENE1030,681.28,-0.1598,0.1865,3.918e-1,7.505e-1
ENSG00010001030,GENE1031,242.10,0.0613,0.3232,8.497e-1,9.598e-1
ENSG00010001031,GENE1032,9.11,-0.1139,0.1642,4.880e-1,8.092e-1
ENSG00010001032,GENE1033,1545.69,-0.0684,0.1651,6.787e-1,9.055e-1
ENSG00010001033,GENE1034,32.68,-0.4162,0.2443,8.853e-2,3.353e-1
ENSG00010001034,GENE1035,25.07,0.2149,0.1981,2.780e-1,6.416e-1
ENSG00010001035,GENE1036,148.52,0.0117,0.2735,9.660e-1,9.898e-1
ENSG00010001036,GENE1037,15.95,1.0575,0.2075,3.456e-7,3.366e-6
ENSG00010001037,GENE1038,764.75,-0.4312,0.2781,1.210e-1,3.996e-1
ENSG00010001038,GENE1039,66.22,0.5250,0.2885,6.884e-2,2.831e-1
ENSG00010001039,GENE1040,5.51,0.3208,0.2219,1.482e-1,4.519e-1
ENSG00010001040,GENE1041,17.17,-0.1113,0.3435,7.459e-1,9.336e-1
ENSG00010001041,GENE1042,147.43,0.4846,0.2155,2.451e-2,1.246e-1
ENSG00010001042,GENE1043,216.59,0.2522,0.2613,3.346e-1,6.971e-1
ENSG00010001043,GENE1044,4002.30,0.1534,0.3781,6.849e-1,9.075e-1
